,tmdb_id,name,original_name,keywords,airing_date,directors,cast,genres,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,networks,production_companies,cast_popularity
622,61487,My Lovely Girl,내겐 너무 사랑스러운 그녀,,2014-09-17,Park Hyung-ki,Krystal Jung;Rain;Cha Ye-ryun;L;Gong Seung-yeon;Jo Hee-bong;Baek Seung-Heon;Kim Jin-woo,Drama,1.0,16.0,60.0,"Hyun Wook is the CEO of a talent agency that scouts and trains idols. He is a brilliant songwriter-producer who appears cold and indifferent on the outside but is sensitive and kind-hearted. Hyun Wook lives in great difficulty as he unable to let go of his ex girlfriend who dies in an accident he witnesses first hand. His ex-girlfriend’s sister, Se Na, moves to Seoul in order to pursue her songwriting career and meets Hyun Wook who helps her achieve it. In the midst of healing through music, they fall in love.",4.625,7.7,8.0,SBS,AStory,41.897000000000006
623,74021,Andante,안단테,romance,2017-09-24,,Lee Ye-Hyun;Kim Jin-kyung;Kai;Ahn Seung-gyun;Jeon Mi-seon;Seong Byeong-sook;Park Ji-yeon,Comedy;Drama,1.0,16.0,60.0,"High school student Lee Shi Kyung suddenly moves out to the countryside and transfers to a mysterious high school. Getting through unfamiliar experiences, he realizes the meaning of life and love.",4.185,8.9,7.0,KBS1,,18.737
624,65365,Beautiful You,아름다운 당신,,2015-11-09,,Lee So-yeon;Kang Eun-Tak;Seo Do-young;Jung Ae-ri;Park Geun-hyung;Moon Hee-kyung;Ban Hyo-jung;Lee Si-won;Gong Myoung,Drama;Family;Romance,1.0,122.0,35.0,"This is the story of various characters who learn about love, courage, healing and savior in the name of ‘family’ who stand by your side in times of hardships. This drama is a beautiful love story which will comfort your exhausted soul.",4.694,5.8,2.0,MBC,,30.501999999999995
625,135271,Would You Like a Cup of Coffee?,커피 한잔 할까요?,coffee;coffee shop;based on comic;cafe;barista,2021-10-24,,Ong Seong-wu;Park Ho-san;Seo Young-hee;Choo Ye-jin;Song Jae-ryong;Kim Yae-eun,Drama,1.0,12.0,30.0,"Park Seok is the owner of the successful Café 2Dae coffee shop, a small but much-loved establishment with a group of loyal customers. He works alone in the coffee shop, and has not taken on any staff, even though his solo efforts are starting to take their toll on him. One day, a young man named Kang Go Bi comes to the coffee shop and samples Park Seok’s coffee. He immediately develops an earnest passion for coffee and convinces Park Seok to take him on as a part-time worker at the coffee shop. But Kang Go Bi soon proves that he really wants the older man to become his mentor and to learn how to become a proficient barista in his own right. The duo eventually forms a close bond and learns no end of life lessons from one another – while also helping bring a little warmth into the lives of their many and various customers.",4.52,7.0,3.0,Kakao TV;watcha,Kakao Entertainment,20.268
626,196906,Doctor Lawyer,닥터로이어,corruption;surgeon;lawyer;death;prosecutor;heartwarming;medical;suspense,2022-06-03,,So Ji-sub;Shin Sung-rok;Im Soo-hyang;Lee Joo-been;Lee Kyung-young;Lee Dong-ha;Kim Ho-jung;Choi Deok-moon;Kim Hyeong-mook;Lee Seung-wook;Nam Myung-ryeol;Kang Kyung-hun;Jung Min-ah,Crime;Drama,1.0,16.0,60.0,"Han Yi Han was an  elite surgeon. He graduated at the top of the best medical school in South Korea and he specialized in two departments: general surgery and cardiothoracic surgery. One surgery changed his life. Han Yi Han believe he did well on that surgery, but the patient died. He then got his medical license revoked.

Five years later, Han Yi Han works as a lawyer, specializing in medical litigation. He also tries to uncover the truth behind the death of his former patient. For his trials, Han Yi Han defends victims and tries to punish those that commit medical malpractice and negligence. He works with a public prosecutor, who lost a family member and a lover due to the surgery Han Yi Han performed.",4.163,8.2,10.0,MBC,Celltrion Entertainment,52.765
627,195313,Unicorn,유니콘,sitcom,2022-08-26,Yoo Byung-jae;Kim Hye-young,Shin Ha-kyun;Won Jin-a;Lee You-jin;Kim Young-ah;Lee Joong-ok;Bae Yoo-ram;Bae Yoon-kyung;Kim Wook,Drama;Comedy,1.0,12.0,40.0,"Following the crew at the fictional company Maccom, where they navigate the chaotic battlefield common to Korean start-ups. Steve is the slightly mad mastermind behind Maccom, while Ashley is on the innovation team and is one of his smartest employees.",4.132,10.0,3.0,Coupang Play,Studio Dragon;PLUSMedia Entertainment,34.50300000000001
628,83767,It's My Life,비켜라 운명아,romance,2018-11-05,,Jin Ye-sol;Jo Deok-hyeon;Park Yoon-jae;Seo Hyo-rim;Kang Shin-il,Drama;Family,1.0,124.0,35.0,An ordinary young man from the countryside refuses to settle for the present and tries to carve out his own way to success.,3.694,6.5,2.0,KBS1,,10.314
629,106415,My Dangerous Wife,나의 위험한 아내,infidelity;married couple;remake;plot to kill,2020-10-05,,Kim Jung-eun;Choi Won-young;Choi Yu-hwa;Yun Jong-seok;Shim Hye-jin;Lee Jun-hyeok;Jung Su-young;Ahn Nae-sang;Baek Soo-jang;Kim Jae-chul,Crime;Drama,1.0,16.0,60.0,"Sim Jae-Kyeong is smart, kindhearted and wealthy. She is married to Kim Yoon-Cheol. They have been married for the past 6 years. Sim Jae-Kyeong enjoys her happy marriage life with her husband, but she becomes involved in a mysterious kidnapping case. Her husband, Kim Yoon-Cheol is a popular chef. He has a good looking appearance and cheerful personality. He has an ordinary marriage life with his wife, but he feels Sim Jae-Hyeong is awful and gets bored with his marriage. Meanwhile, Jin Sun-Mi works at Kim Yoon-Cheol’s Italian restaurant. She has a special relationship with Kim Yoon-Cheol. She will do anything to get what she wants.",4.113,7.0,5.0,MBN,KEYEAST,37.633
630,69610,Naked Fireman,맨몸의 소방관,,2017-01-12,,Lee Jun-hyuk;Jung In-sun;Jo Hee-bong;Seo Jeong-yeon;Lee Won-jong;Lee Do-Gyeom,Crime;Drama;Mystery,1.0,4.0,60.0,Kang Chul Soo (Lee Joon Hyuk) is an enthusiastic fireman. He poses as a nude model to make money for his sick friend. He is then targeted as the criminal of an arson-murder case that took place 10 years. Kang Chul Soo and mysterious heiress Han Jin Ah (Jung In Sun) try to find the real culprit.,2.492,6.2,4.0,KBS2,,28.213
631,89317,The Wind Blows,바람이 분다,dementia;fake identity;alzheimer's disease;hardship;secondary couple;secret crush,2019-05-27,,Kam Woo-sung;Kim Ha-neul;Kim Sung-cheol;Kim Ga-eun;Lee Jun-hyeok;Yoon Ji-hye;Park Hyo-joo;Kim Young-jae;Jun Guk-hyang,Drama,1.0,16.0,65.0,"Do-Hoon and Soo-Jin are a married couple. Do-Hoon learns that he has Alzheimer's disease. He decides to divorce Soo-Jin out of concern for her future. The couple divorces.

6 years later, they meet again.",4.061,8.0,2.0,JTBC,SLL;DramaHouse,37.974000000000004
632,158205,Desperate Mr. X,위기의 X,,2022-09-02,,Kwon Sang-woo;Im Se-mi;Sung Dong-il;Shin Hyun-soo;Park Jin-joo;Lee Yi-kyung;Ryu Yeon-seok;Kim Sung-oh;Kim Gi-bang;Kim Han-joon,Drama,1.0,6.0,36.0,"A hyperrealistic comedy-drama depicting the crisis of each generation living in the present era. It tells the story of a simpleton, Mr. A, who suddenly has to struggle to survive after being faced with a three-tier combo, being urged to resign, going from rags to riches, and facing the realities of aging...",2.432,5.0,1.0,wavve,Annapurna Films;Blaad Studio;Covenant Pictures;Studio Wavve,57.168
633,77319,Evergreen,그남자 오수,coffee shop;romance;female police officer;cupid;barista,2018-03-05,,Jin Ye-ju;Lee Hye-Ran;Kim So-eun;Kang Tae-oh;Heo Jung-min;Park Na-Ye;Lee Jong-hyun;Park Geun-hyung;Jung Young-ju,Drama;Sci-Fi & Fantasy,1.0,16.0,60.0,"Oh Soo is a man in his 20's and works as a promising engineer in the IT field, a cafe owner and a barista. He is smart and handsome. He plays cupid for you men and women by using a mysterious pollen. Due to the pollen, he falls in love with Seo Yoo-Ri. She is also in her 20's and works as a police officer. She has a bright personality and supports her family by herself.",4.766,8.0,5.0,OCN,IMTV,49.201
634,62721,My Unfortunate Boyfriend,나의 유감스러운 남자친구,,2015-04-10,,No Min-woo;Yang Jin-sung;Yoon Hak;Han Hye-rin;Cha Joo-young;Yoon Joo-sang;Kim Jin-geun;Kim Hye-sun;Kil Yong-woo;Park Jin-joo;Lee Yong-joo;Kim Do-yeon;Kim Hee-won-IV;Jang Jae-ho;Jeon Jin-seo,Drama,1.0,16.0,55.0,"Yoo Ji Na is a budding career woman who has absolutely no issues with lying to get what she wants. But when she falls for the innocent and naive Yoon Tae Woon, who is truthful to a fault, their budding romance becomes a liability for Ji Na's cutthroat corporate job. Can these unlikely lovers stay true to themselves and manage to stay together?",2.642,6.0,1.0,MBC,,45.632999999999996
635,79281,Frozen Love,빙구,1970s;time travel;romance;flashback;frozen body,2017-02-05,,Kim Jung-hyun;Han Seon-hwa;Cha Joo-young;Kim Hee-chan;Jung Ga-ram;Han Seon-hwa;Ahn Kil-kang;Nam Gi-ae;Jeong Bo-seok,Drama;Sci-Fi & Fantasy,1.0,2.0,65.0,"After being frozen for 33 years, Man Soo finds himself awake in a cold body but he has enormous love in his heart. He meets Ha Da, who has turned into a cold-hearted human being after living in the city. Now that Man Soo is awake from his slumber, he embarks on a search for his long-lost love through time while Ha Da, whom he encountered, is discovering warmth in her heart.Will either of them find love? This TV show aims to weave a beautiful story of romance to uplift viewers who are dealing with a depressed economy and dim job prospects in a harsh society of today.

(Source: MBC)",5.635,9.0,3.0,MBC,,36.46
636,113416,The Goddess of Revenge,복수해라,,2020-11-21,,Kim Sa-rang;Yoon Hyun-min;Yoo Sun;Jeong Man-sik;Jang Yoo-sang;Park Eun-hye;Jung Hyeon-jun;Yoon So-Yi;Jung Eui-jae;Jung Wook,Drama,1.0,16.0,65.0,"A 'wife of a famous broadcaster and freelance entertainer' has been doing well for 12 years. Due to a mistake, her life falls apart overnight However, she learns that there was another reason for her downfall, and so begins her revenge.",4.53,7.6,5.0,TV Chosun;wavve,HIGROUND;Arc Media,50.760999999999996
637,66211,To Be Continued,투 비 컨티뉴드,high school;friendship;time travel;romance;school;boy band,2015-08-18,,Kim Sae-ron;Cha Eun-woo;Moonbin;MJ;JinJin;Rocky;Yoon San-ha;Seo Kang-joon,Drama;Comedy,1.0,12.0,14.0,This web-drama is about a boy group who fall to the past just a day before their debut and getting back in time with the help of a girl.,4.258,7.1,5.0,NAVER TV,Fantagio,42.958
638,95201,Failing in Love,연애미수,,2019-11-02,,Jo Ki-sung;Shin Yoon-seop;Son Woo-jin;Son Sang-yeon;Yang Hye-ji;Lee Sun-bin;Lee Seo-bin;Moon Woo-Bin;Park Ji-won,Drama,1.0,10.0,40.0,All I ask for is to be in a relationship for once in my life. I am about to throw a gamble of a question with 18 years of my life on the line. A youthful comic drama about attempted relationships with reasons for failure.,5.208,9.0,3.0,MBC;V LIVE,Whynot Media,19.868
639,67858,My Wife's Having an Affair This Week,"이번 주, 아내가 바람을 핍니다",infidelity;remake;divorce;extramarital affair,2016-10-28,,Lee Sun-kyun;Song Ji-hyo;BoA;Lee Sang-yeob;Kim Hee-won;Ye Ji-won;Lee Do-Yeon;Kim Kang-hoon,Drama;Comedy,1.0,12.0,68.0,"Do Hyun-Woo has worked as a PD for the past 10 years. He learns that his wife is having an affair and doesn't know what to do. Do Hyun-Woo, who tries to protect his marriage, talks with anonymous people through online social networks.",3.804,7.6,15.0,JTBC,SLL;DramaHouse,53.774
640,72165,Sirius,시리우스,police;brother;investigation;thriller;twins;family;tragic past;gay,2013-01-06,,Seo Jun-yeong;Park Hyung-sik;Ryu Seung-su;Uhm Hyun-kyung;Jo Woo-Ri;Shin Jung-geun;Baek Won-gil;Kim Sang-kyung,Crime;Drama,1.0,4.0,69.0,"A drama about an investigation of a drug case by policeman, Do Shin Woo, who bring him meet his twin brother Do Eun Chang. It will tell the story about the tense brain play between two twin brothers whose fates changed in a day and the love and hatred between them which they have kept in their hearts so long.",3.958,8.0,1.0,KBS2,,40.066
641,61138,Kara: Secret Love,시크릿 러브,angel;anthology;romance;unrequited love;episodic;guardian angel;interspecies romance,2014-06-13,,Han Seung-yeon;Goo Ha-ra;Kang Ji-young;Nicole Jung;Park Gyu-ri,Comedy;Drama,1.0,10.0,65.0,"""Secret Love"" is written as an Omnibus Mini-Series consisting of 5 episodes, focusing on the ups-and-downs of love relationships such as a first love, breakups, secret crushes, etc. Each episode features a member of the girl group KARA, teamed up with a leading man. ""Secret Love"" will be produced in advance, then be aired in Korea, Japan, Hong Kong, Taiwan and other Asian countries. ",3.954,8.1,4.0,DRAMAcube,Mays Entertainment,14.35
642,5711,One Fine Day,어느 멋진 날,,2006-05-31,,Gong Yoo;Sung Yu-ri;Jung Dong-hwan;Ahn Yeon-hong;Namkoong Min;Lee Sa-bi;Lee Yeon-hee,Drama,1.0,16.0,70.0,"One Fine Day is a 2006 South Korean television drama series starring Gong Yoo, Sung Yu-ri, Namgoong Min and Lee Yeon-hee. It aired on MBC from May 31 to July 20, 2006 on Wednesdays and Thursdays at 21:55 for 16 episodes.",3.933,6.3,3.0,MBC,,45.395
643,2862,First Love of a Royal Prince,황태자의 첫사랑,,2004-06-23,,Cha Tae-hyun;Sung Yu-ri;Lee Duck-hwa;Yoo Chae-young;Lee Ki-young;Jin Jae-young;Chang Mi-hee;Kim Chang-wan;Kwon Ki-sun;Kim Nam-jin;Kim Young-jun;Jennifer Lee,Drama,1.0,18.0,60.0,"First Love of a Royal Prince is a 2004 South Korean television series starring Sung Yu-ri, Cha Tae-hyun, Kim Nam-jin and Jin Jae-young. It aired on MBC from June 23 to August 26, 2004 on Wednesdays and Thursdays at 21:55 for 18 episodes.",4.18,7.833,3.0,MBC,,45.42400000000001
644,76768,Should We Kiss First,키스 먼저 할까요,mistake;romance;family conflict;flight attendant;best friends,2018-02-20,,Kam Woo-sung;Kim Sun-a;Oh Ji-ho;Park Si-yeon;Kim Sung-su;Ye Ji-won;Jung Da-bin;Shin So-yul;Bae Da-bin;Ki Do-hun,Drama,1.0,40.0,30.0,Son Moo-Han works as a managing director of an advertising company. An Soon-Jin lost her daughter unexpectedly and she works as a flight attendant. Eun Kyung-Soo is An Soon-Jin’s ex-husband and he is now married to Baek Ji-Min.,5.378,6.0,1.0,SBS,SM Culture & Contents,48.524
645,46565,Royal Family,로열 패밀리,,2011-03-02,,Yum Jung-ah;Ji Sung;Cha Ye-ryun;Kim Young-ae;Jeon No-min;Kim Yoo-ri;Jeon Mi-seon;Ha Yeon-joo;Ahn Nae-sang;Dokgo Young-jae;Dong Ho;Ki Tae-young;Ryu Dam;Lee Da-hee,Drama;Family;Romance,1.0,18.0,60.0,"Two childhood friends grow up supporting each other through the difficulties of poverty, then meet again years later and stand by each other as they rise through the ranks of society. After marrying into a wealthy business family, Kim In Sook's life becomes a living hell. Seen by her in-laws as a gold-digging intruder, she is pushed to the margins. When her husband is killed in a helicopter accident, her mother-in-law takes away In Sook's beloved son. Enter Han Ji Hoon, an old friend of In Sook, and powerhouse new family lawyer determined to put a stop to In Sook's mistreatment. In Sook finally retaliates by launching a bold plan to take over the family company, and Ji Hoon supports her no matter the cost. In the midst of their battle for survival, their hearts are drawn together in a passion that could end up costing them everything.",2.927,8.3,3.0,MBC,,56.80800000000001
646,94586,A Daughter Just Like You,딱 너 같은 딸,romance;widower;single father;strict father;independent woman;multiple couples,2015-05-18,,Lee Soo-kyung;Woo Hee-jin;Kim Hye-ok;Kang Kyung-joon;Jung Hye-sung;Kang Sung-min;Yoon Jong-hoon,Drama;Family;Comedy,1.0,120.0,35.0,"Hong Ae-Ja works as a host at a home shopping channel. She has three accomplished daughters: Ji-Sung, In-Sung and Hee-Sung. Hong Ae-Ja's family interconnects with So Pan-Seok's family and Heo Eun-Sook's as in-laws.",3.367,5.0,1.0,MBC,MBC,23.307
647,5551,Save The Last Dance for Me,마지막 춤은 나와 함께,,2004-10-23,,Ji Sung;Lee Bo-young;Eugene;Ryu Soo-young;Kim Mu-saeng;Kim Yeong-Ran;Park In-hwan;Kim Min-joo;Kim Hyung-ja;Kang Ji-hwan,Drama;Comedy,1.0,20.0,60.0,"Eun Soo is a pure but unsophisticated woman who runs a small resort inn with her father. Eun Soo is just an ordinary girl, but her life changes when she meets a man who's completely lost his memory. She takes him in and cares for him, and even gives him a name: ""Baek Chang Ho"". Love blossoms, and soon wedding bells can be heard.

But on the night of their wedding ceremony, Eun Soo's father passes away. And soon after, Chang Ho disappears too! In the blink of an eye, the two people Eun Soo loves most in the world have left her. But Chang Ho had his reasons for disappearing: his real name is Kang Hyun Woo, and he's heir to a large conglomerate. Even more, someone is plotting to kill him.",3.862,6.5,2.0,SBS,,34.518
648,74830,"Oh, the Mysterious",의문의 일승,friendship;investigation;fake identity;thriller;conglomerate;police department;childhood crush;ex convict;secret crush,2017-11-27,,Yoon Kyun-sang;Jung Hye-sung;Kim Hee-won;Do Ki-Seok;Kang Shin-hyo;Choi Won-young;Yoon Yoo-sun;Kim Young-pil;Jeon Kuk-hwan;Im Hyun-sik,Drama,1.0,40.0,35.0,"Il Seung was wrongly accused of a crime and imprisoned, and has spent ten years on death row. He manages to break out of prison and somehow becomes a fake cop, then sets out to find a hidden stash of 100 billion won (nearly 100 million dollars) on behalf of criminals who will supply him with a new identity upon receipt. He has three days to find the cash and begin his new life.",3.855,6.5,3.0,SBS,Raemongraein,50.57
649,57564,Adolescence Medley,사춘기 메들리,high school;friendship;based on comic;romance;school,2013-06-30,,Kwak Dong-yeon;Lee Se-young;Kwak Jung-wook;Choi Tae-joon;Park Jeong-min;Bae Noo-ri;Yoon Park;Baek Sung-hyun;Jeong In-gi;Koh Soo-hee;Oh Youn-hong;Jung Su-young;Yoon Joo-sang;Ahn Ji-Hyun,Comedy;Drama,1.0,4.0,65.0,"A teen drama about high school students in a village high school. Jung Woo is a transfer student in Namil High School. After transferring schools 7 times, Jung Woo learns it is easiest not to make friends! ",3.839,5.7,3.0,KBS2,,60.444
650,89765,A Place in the Sun,태양의 계절,romance,2019-06-03,,Oh Chang-seok;Yoon Soy;Choi Sung-Jae;Ha Si-eun;Ji Chan;Jung Han-yong,Drama,1.0,104.0,35.0,"When an orphan raised by foster parents has a near death experience, he changes his name and disappears from his life including his girlfriend. Attempting to cope, his girlfriend begins work at the conglomerate company Yangji Group where they meet again.",5.34,8.0,1.0,KBS2,Samhwa Networks,14.387
651,36368,Successful Story of a Bright Girl,명랑소녀 성공기,,2002-03-13,,Han Da-gam;Jang Na-ra;Jang Hyuk;Choo Ja-hyun;Yoon Tae-young,Drama,1.0,16.0,60.0,"Jang Na Ra plays a cute and innocent country girl who often daydreams of rescuing her prince. One day, she meets Jang Hyuk who accidentally falls into her bath tub while she was taking her bath. Not off to a good start they started arguing over the matter. However, the story goes on to tell how Jang Nara arrives in the big city due to her plan to settle her irresponsible parents' debts. She moves into Jang Hyuk's house as a hired servant hence begins to teach the rich spoiled brat (Jang Hyuk) some manners through her down to earth scoldings and no-nonsense attitude. This drama gets totally hilarious in many scenes where Jang Nara and Jang Hyuk's combination comes out as refreshingly cute. Jang Hyuk plays a rich and proud man who inherits his father's business (Snowy Cosmetics) but is later betrayed by his own cousin and uncle leading to his downfall. On the other hand, Jang Nara plays a girl that he meets who help him pick up the pieces in his life, from defeat to success.",3.602,9.0,1.0,SBS,,29.393
652,44551,"Me too, Flower!","나도, 꽃",,2011-11-09,,Seo Hyo-rim;Han Go-eun;Yun Si-yun;Lee Ji-ah;Lee Byung-joon;Jeong Man-sik;Lee Gi-kwang;Jo Min-ki;Ki Joo-bong;Ma Dong-seok,Comedy;Drama;Romance,1.0,15.0,70.0,"A tough female police officer who suffers from depression falls in love with a young multimillionaire whom she initially believed was a parking attendant. Instead of counting her lucky stars, she is taken aback by how rich he is. Officer Cha Bong-sun is a peculiar woman who defies the rigid social hierarchy and rails against it. And Seo Jae-hee, the millionaire boyfriend, is a peculiar man who falls in love with this quirky police officer. They fall passionately in love with each other. A crazy sort of love. A story about people, relationships and love.",5.326,5.0,3.0,MBC,,49.011
653,47085,Cruel Palace: War of Flowers,궁중잔혹사 – 꽃들의 전쟁,historical;joseon dynasty,2013-03-23,,Kim Hyun-joo;Lee Duck-hwa;Go Won-hee;Jun Tae-Soo;Jung Sung-woon;Song Sun-mi;Lee Hae-eun,Drama,1.0,50.0,60.0,"There is no power struggle that is more cruel and vicious as among the concubines in a royal palace.

Jo So Yong is a beautiful but conniving royal concubine during the Joseon Dynasty who will stop at nothing to win the love and power of King In Jo. Although she is from the lower class, she uses her unparalleled beauty and wit to gain power and control over Joseon, even if it means getting rid of Crown Prince So Hyun so her son can be king.

When Lady Jo finally gets the power she wanted, it results in the bloodiest battle.",4.38,7.5,2.0,JTBC,SLL;DramaHouse,20.313
654,69418,Be Arrogant,도도하라,romantic comedy;romance;business;relationship;fashion;short film,2014-10-27,,Yura;Shin So-yul;Yoo Min-kyu;Ko Se-won;Kyeon Mi-ri;An Young-mi;Bae Dong Sung,Drama;Comedy,1.0,10.0,21.0,"Hong Hara is a bright, energetic girl with a positive outlook on life. She is a sweet girl who believes that every time she falls in love, it would last forever. Hong Hara is in a relationship with No Cheol, a man no one cannot seem to resist, though he is not mature all the time. He is also the ex-boyfriend of Do Ra Hee, a girl who has spent the last ten years in the fashion business. After dating No Cheol for six years, she is now sick of men and her number one goal is to gain more money. Somehow Hong Hara ends up living and working with Do Ra Hee. The two women decide to launch their own online shopping mall. After struggling to make a living at the fast fashion mecca of Korea, Dongdaemun, they realize the potential in online shopping malls. However, the industry is filled with competitors, and the business partners soon learn about the challenges of running a small business.",2.851,4.0,1.0,SBS Plus,SBS Plus,11.775
655,14285,"Hong Gil-Dong, The Hero",쾌도 홍길동,,2008-01-02,,Sung Yu-ri;Jang Keun-suk;Kang Ji-hwan;Ahn Suk-hwan;Jang Ah-young;Jo Hee-bong;Kil Yong-woo,Drama,1.0,24.0,70.0,"Hong Gil-dong is a 2008 South Korean television series starring Kang Ji-hwan in the title role, Sung Yu-ri, Jang Keun-suk and Kim Ri-na. The drama is loosely based on Hong Gil-dong, a fictional book about a Robin Hood during Korea's Joseon Dynasty, but with modern influences and comedic tones. It aired on KBS2 from January 2 to March 26, 2008 on Wednesdays and Thursdays at 21:55 for 24 episodes.",5.271,7.5,4.0,KBS2,,20.282999999999998
656,131673,You Raise Me Up,유 레이즈 미 업,,2021-08-31,,Yun Si-yun;Hani;Park Ki-woong;Lee Ji-won;KCM,Comedy;Drama,1.0,8.0,42.0,"Do Yong-Sik is 31-year-old man with some troubles. He has prepared for the civil service exam for years. During this time, his physical appearance has deteriorated, with a now big gut. Do Yong-Sik is also impotent. He decides to go to a urology clinic to address his impotency. There, Do Yong-Sik meets his first love Lee Ru-Da. She works at the clinic as a urologist.",3.76,7.3,3.0,wavve,Studio S,17.528
657,88400,How to Hate You,너를 싫어하는 방법,,2019-04-01,,Kim JeeIn;Lee JongWon;Kim YooJin;Na Jae min,Drama,1.0,6.0,60.0,"How to Hate You is about the dating adventures of Oh Mi Ri, a college freshman who finds herself struggling to navigate love and friendship on campus.",3.137,8.0,2.0,JTBC4,JTBC PLUS,2.4
658,67781,Woman with a Suitcase,캐리어를 끄는 여자,,2016-09-26,,Choi Ji-woo;Ju Jin-Mo;Jeon Hye-bin;Lee Joon;Jang Hyun-sung;Jin Kyung;Park Byung-eun;Min Sung-wook;Choi Won-hong;Bae Noo-ri;Ji E-su;Im Ji-Hyun;Kim Byung-Choon;Choi Dae-Seong;Choi Tae-hwan;Yoon Ji-min;Kim Min-ji;Kim Young-pil;Shin Dong Hoon,Crime;Drama,1.0,16.0,60.0,"A successful career woman gets framed for a crime and works her way back up after serving her time. She was once an office manager with a thriving career, but that takes a major hit when she is penalized for violating the Attorneys-at-Law Act and sent to prison for it. The drama follows the success story as she comes back as an ex-con, and follows her dream to become an outstanding lawyer.",3.75,7.1,6.0,MBC,Studio Dragon,93.411
659,14680,H.I.T,히트,,2007-03-19,,Ko Hyun-jung;Ha Jung-woo;Yoon Ji-min;Ma Dong-seok;Son Hyun-joo;Kim Jung-tae;Choi Il-hwa;Seo Hyun-jin;Uhm Hyo-seop;Oh Yeon-seo;Yoon Joo-hee;Lee Yeong-ha,Crime;Drama;Mystery,1.0,20.0,60.0,"H.I.T, also known as Homicide Investigation Team, is a 2007 South Korean television series starring Go Hyun-jung, Ha Jung-woo, Kim Jung-min, and Yoon Ji-min. It aired on MBC from March 19 to May 22, 2007 on Mondays and Tuesdays at 21:55 for 20 episodes. A police procedural crime drama that integrated crime scene analysis with action, suspense, and romance, H.I.T represented a departure from the usual Korean drama subjects of love and relationships.",4.595,6.0,1.0,MBC,,59.324
660,74887,Money Flower,돈꽃,corruption;competition;secret identity;greed;romance;money;corporate;desire;tragic past;childhood friends;heir;enviromentalist;science teacher,2017-11-11,,Jang Hyuk;Park Se-young;Jang Seung-jo;Lee Mi-sook;Lee Soon-jae;Han So-hee;Sunwoo Jae-duk;Park Ji-Il;Park Jeong-hak;Moon Soo-bin;Cho Byeong-kyu,Drama,1.0,24.0,60.0,"The story of people driven by greed. Kang Pil-Joo grew up at an orphanage, but he now works as a managing director of a legal team at a corporation. He is acknowledged for his intelligence and his exemplary job performance. Some of those that work around him are jealous of him. Na Mo-Hyun is an environmental activist and a science teacher at a middle school. She is a good listener and laughs a lot. She dreams of a love driven by fate.",3.75,7.9,12.0,MBC,MBC;UFO Production,62.144999999999996
661,196532,It's Beautiful Now,현재는 아름다워,lawyer;divorced;dentist;pretend relationship;brother brother relationship;patisserie;multi generational;part-time worker,2022-04-02,,Yun Si-yun;Bae Da-bin;Oh Min-seok;Shin Dong-mi;Seo Bum-june;Choi Ye-bin;Park In-hwan;Park Sang-won;Kim Hye-ok;Ban Hyo-jung;Byun Woo-min;Park Ji-young;Kim Kang-min;Kim Ye-ryeong;Jung Heung-Chae;Cha Yup;Sunwoo Yong-nyeo;Hyun Jyu-ni;Kim Hyo-Gyeong;Hong Yo Seob;Song Ok-suk;Lee Joo-sil,Comedy;Drama;Family,1.0,50.0,70.0,Three brothers search for marriage partners in order to win the apartment offered by their family elders.,2.98,9.0,3.0,KBS2,SLL;Content Zium;DramaHouse,71.61200000000001
662,73913,Magic School,마술학교,,2017-09-11,,Yang Byeong-yeol;Jinyoung;Ryu Seung-su;Shin Eun-soo;Yoon Park;Nam Sung-Joon;Park Joo-Hyung;Nichkhun Horvejkul,Drama;Sci-Fi & Fantasy,1.0,20.0,15.0,"Na-Ra is a university student and he has never had a girlfriend in his life. He wants to become a public servant. Jay is a popular magician mired in deep sadness. Joon is an intern at a hospital. He is poor, but he a has warm heart. These people gather at a magic school led by Master Han. Master Han has a daughter, Yi-Seul, who wants to become a dancer and not a magician.",4.097,8.0,1.0,JTBC,,32.30500000000001
663,19375,1% of Anything ,1%의 어떤 것,,2003-07-06,,Kim Jung-hwa;Gang Dong-won;Choi Sang Hoon;Wang Ji-hye;Han Hye-jin;Yoo Gun;Heo Jung-min,Comedy;Drama;Romance,1.0,26.0,50.0,"1% of Anything is a South Korean TV drama that was broadcast on Sunday mornings for 26 episodes from July 6, 2003, to December 28, 2003. Its central characters are played by film star Kang Dong-won and Kim Jeong-hwa of SBS's 2002 TV drama, Glass Slippers. This romantic comedy drama series is based on an original novel of the same title, and it is a classic tale of boy-meets-girl. The plot follows traditional love stories of clashing personalities, familial obstacles and triumphant love-conquers-all themes.",3.718,6.5,2.0,MBC,,26.133999999999997
664,73257,Hospital Ship,병원선,surgeon;tearjerker;medical drama;teamwork;wrongfully accused,2017-08-30,,Ha Ji-won;Kang Min-hyuk;Kim Kwang-kyu;Jung Kyung-soon;Kwon Min-a;Lee Han-wi;Kim In-sik;Jang Seo-won;Lee Seo-won,Drama,1.0,40.0,30.0,"A story of young doctors, who provide medical care to remote island residents via a hospital ship.",3.711,6.3,17.0,MBC,Pan Entertainment,32.098
